,Address Type,Address Requested,Address Delivered,Addresses Match?,Annual Sunlight (Hours),Roof Area (sq ft),Savings Estimate ($),Recommended Installation Size (kW),Recommended Area (sq ft)
186,Commercial,"1116 CARVER ST, Traverse City, Michigan, USA","1117 Carver St, Traverse City, MI 49686, USA",0,1275,2185,5000,6.5,458.0
187,Commercial,"100 HOPE ST STE, Traverse City, Michigan, USA","100 Hope St, Traverse City, MI 49686, USA",1,1414,3259,6000,6.0,423.0
188,Commercial,"333 W GRANDVIEW PKWY, Traverse City, Michigan, USA","333 W Grandview Pkwy, Traverse City, MI 49684, USA",1,1329,11822,6000,6.3,440.0
189,Commercial,"0 E FRONT ST/BARLOW ST, Traverse City, Michigan, USA",Not Found,,,,,,
190,Commercial,"4246 N THREE MILE RD, Traverse City, Michigan, USA","4200 N Three Mile Rd, Traverse City, MI 49686, USA",0,1084,987,1000,8.5,599.0
191,Commercial,"326 E FRONT ST, Traverse City, Michigan, USA","324 E Front St, Traverse City, MI 49684, USA",0,1346,3700,5000,6.3,440.0
192,Commercial,"638 E EIGHTH ST, Traverse City, Michigan, USA","638 E Eighth St, Traverse City, MI 49686, USA",1,1424,810,5000,6.8,476.0
193,Commercial,"414 E FRONT ST, Traverse City, Michigan, USA","440 E Front St, Traverse City, MI 49686, USA",0,1307,1586,5000,6.3,440.0
194,Commercial,"104 S UNION ST, Traverse City, Michigan, USA","104 S Union St #201, Traverse City, MI 49684, USA",1,1325,4986,6000,6.3,440.0
195,Commercial,"539 S GARFIELD AVE, Traverse City, Michigan, USA","537 S Garfield Ave # A, Traverse City, MI 49686, USA",0,1309,1744,5000,6.5,458.0
196,Commercial,"111 E FRONT ST, Traverse City, Michigan, USA","111A E Front St, Traverse City, MI 49684, USA",0,1179,4493,4000,7.3,511.0
197,Commercial,"3417 CASS RD, Traverse City, Michigan, USA","3417 Cass Rd, Traverse City, MI 49684, USA",1,1266,1533,5000,6.8,476.0
198,Commercial,"838 FLORESTA ST, Traverse City, Michigan, USA","838 Floresta St, Traverse City, MI 49686, USA",1,1293,1286,4000,6.8,476.0
199,Commercial,"1115 E EIGHTH ST, Traverse City, Michigan, USA","1121 E Eighth St, Traverse City, MI 49686, USA",0,1334,10730,6000,6.3,440.0
200,Commercial,"1216 CENTRE ST, Traverse City, Michigan, USA","1224 Centre St, Traverse City, MI 49686, USA",0,1304,2026,5000,6.3,440.0
201,Commercial,"1415 PREMIER ST, Traverse City, Michigan, USA","1415 Premier St, Traverse City, MI 49686, USA",1,1426,1039,6000,5.8,405.0
202,Commercial,"148 E FRONT ST, Traverse City, Michigan, USA","148 E Front St, Traverse City, MI 49684, USA",1,1335,4246,6000,6.3,440.0
203,Commercial,"3007 N GARFIELD RD, Traverse City, Michigan, USA","3007 S Garfield Ave, Traverse City, MI 49686, USA",1,1378,4827,5000,6.5,458.0
204,Commercial,"110 E FRONT ST, Traverse City, Michigan, USA","110 E Front St, Traverse City, MI 49684, USA",1,1332,7206,6000,6.3,440.0
205,Commercial,"322 E FRONT ST, Traverse City, Michigan, USA","324 E Front St, Traverse City, MI 49684, USA",0,1349,2942,5000,6.3,440.0
206,Commercial,"113 S PARK ST, Traverse City, Michigan, USA","300 E Front St, Traverse City, MI 49684, USA",0,1425,6307,6000,6.0,423.0
207,Commercial,"415 E FRONT ST #P1A, Traverse City, Michigan, USA","415 E Front St Suite 4, Traverse City, MI 49686, USA",1,1415,1480,5000,6.5,458.0
208,Commercial,"1047 W SOUTH AIRPORT RD, Traverse City, Michigan, USA","1073 W South Airport Rd, Traverse City, MI 49686, USA",0,1407,12421,6000,5.8,405.0
209,Commercial,"131 E STATE ST, Traverse City, Michigan, USA","129 E State St, Traverse City, MI 49684, USA",0,1300,1920,5000,6.5,458.0
210,Commercial,"124 BEECH ST, Traverse City, Michigan, USA","124 Beech St, Traverse City, MI 49684, USA",1,1311,3753,5000,6.3,440.0
211,Commercial,"537 BAY ST, Traverse City, Michigan, USA","539 Bay St, Traverse City, MI 49684, USA",0,1278,2731,5000,6.5,458.0
212,Commercial,"801 WOODMERE AVE, Traverse City, Michigan, USA","801 Woodmere Ave, Traverse City, MI 49686, USA",1,1421,5779,6000,5.8,405.0
213,Commercial,"6004 CENTER RD, Traverse City, Michigan, USA","1330 N Orchard Dr, Traverse City, MI 49686, USA",0,1379,1374,5000,6.3,440.0
214,Commercial,"300 E FRONT ST, Traverse City, Michigan, USA","300 E Front St, Traverse City, MI 49684, USA",1,1425,6307,6000,6.0,423.0
215,Commercial,"0 EIGHTH & MUNSON AVE, Traverse City, Michigan, USA","801 Munson Ave, Traverse City, MI 49686, USA",0,1409,1727,6000,6.0,423.0
216,Commercial,"717 WOODMERE AVE, Traverse City, Michigan, USA","717 Woodmere Ave, Traverse City, MI 49686, USA",1,1387,2731,6000,6.0,423.0
217,Commercial,"151 E FRONT ST, Traverse City, Michigan, USA","151 E Front St, Traverse City, MI 49684, USA",1,1316,3277,5000,6.3,440.0
218,Commercial,"812 W FRONT ST, Traverse City, Michigan, USA","812 W Front St, Traverse City, MI 49684, USA",1,1238,1586,4000,7.3,511.0
219,Commercial,"928 E FRONT ST, Traverse City, Michigan, USA",Not Found,,,,,,
220,Commercial,"140 E FRONT ST, Traverse City, Michigan, USA","140 E Front St # B, Traverse City, MI 49684, USA",1,1387,5197,6000,6.0,423.0
221,Commercial,"3134 LOGAN VALLEY RD, Traverse City, Michigan, USA","3130 Logan Valley Rd, Traverse City, MI 49686, USA",0,1438,2837,6000,5.8,405.0
222,Commercial,"545 RIVERINE DR, Traverse City, Michigan, USA","545 Riverine Dr, Traverse City, MI 49684, USA",1,1350,5867,6000,6.3,440.0
223,Commercial,"2314 SYBRANDT RD, Traverse City, Michigan, USA","2314 Sybrandt Rd, Traverse City, MI 49684, USA",1,1357,159552,7000,5.8,405.0
224,Commercial,"2296 CASS RD, Traverse City, Michigan, USA","2296 Cass Rd, Traverse City, MI 49684, USA",1,1359,3999,6000,6.3,440.0
225,Commercial,"128 S UNION ST PANEL, Traverse City, Michigan, USA","128 S Union St, Traverse City, MI 49684, USA",1,1435,5726,6000,5.8,405.0
226,Commercial,"630 S GARFIELD AVE, Traverse City, Michigan, USA",Not Found,,,,,,
227,Commercial,"807 LAKE AVE, Traverse City, Michigan, USA","807 Lake Ave, Traverse City, MI 49684, USA",1,1299,3312,5000,6.3,440.0
228,Commercial,"332 E FRONT ST, Traverse City, Michigan, USA","324 E Front St, Traverse City, MI 49684, USA",0,1346,3700,5000,6.3,440.0
229,Commercial,"313 E FRONT ST, Traverse City, Michigan, USA","313 E Front St, Traverse City, MI 49686, USA",1,1330,7664,6000,6.3,440.0
230,Commercial,"1128 E EIGHTH ST, Traverse City, Michigan, USA","1132 E Eighth St, Traverse City, MI 49686, USA",0,1321,7541,6000,6.3,440.0
231,Commercial,"1043 W SOUTH AIRPORT RD, Traverse City, Michigan, USA","3211 N Garfield Rd, Traverse City, MI 49686, USA",0,1434,5321,7000,5.8,405.0
232,Commercial,"1525 CASS ST, Traverse City, Michigan, USA",Not Found,,,,,,
233,Commercial,"305 W FRONT ST 2ND, Traverse City, Michigan, USA",Not Found,,,,,,
234,Commercial,"516 SHERIDAN RD, Traverse City, Michigan, USA","516 Sheridan Rd, Traverse City, MI 49686, USA",1,1303,1233,5000,6.8,476.0
235,Commercial,"530 S UNION ST, Traverse City, Michigan, USA","530 S Union St, Traverse City, MI 49684, USA",1,1318,951,5000,6.5,458.0
236,Commercial,"3950 SCENIC RIDGE, Traverse City, Michigan, USA","3950 Scenic Ridge, Traverse City, MI 49684, USA",1,1448,758,5000,6.5,458.0
237,Commercial,"104 E GRANDVIEW PKWY CFEST, Traverse City, Michigan, USA",Not Found,,,,,,
238,Commercial,"2670 AERO PARK DR, Traverse City, Michigan, USA","2670 Aero-Park Dr, Traverse City, MI 49686, USA",1,1348,22763,6000,6.0,423.0
239,Commercial,"225 E FOURTEENTH ST, Traverse City, Michigan, USA","225 E Fourteenth St, Traverse City, MI 49684, USA",1,1322,5902,6000,6.3,440.0
240,Commercial,"911 LYNCH DR, Traverse City, Michigan, USA","887 Lynch Dr, Traverse City, MI 49686, USA",0,1399,33246,7000,5.8,405.0
241,Commercial,"510 DEPOT VIEW DR, Traverse City, Michigan, USA","510 Depot View Dr, Traverse City, MI 49686, USA",1,1430,1075,5000,6.3,440.0
242,Commercial,"517 W FRONT ST, Traverse City, Michigan, USA","509 W Front St, Traverse City, MI 49684, USA",0,1381,6325,6000,6.0,423.0
243,Commercial,"1026 HANNAH AVE, Traverse City, Michigan, USA","1026 Hannah Ave Ste. A, Traverse City, MI 49686, USA",1,1320,8404,6000,6.3,440.0
244,Commercial,"104 S UNION ST, Traverse City, Michigan, USA","104 S Union St #201, Traverse City, MI 49684, USA",1,1325,4986,6000,6.3,440.0
245,Commercial,"876 E EIGHTH ST, Traverse City, Michigan, USA","876 E Eighth St, Traverse City, MI 49686, USA",1,1320,652,4000,6.8,476.0
246,Commercial,"191 MARINA DR DCFC, Traverse City, Michigan, USA","101 W Grandview Pkwy, Traverse City, MI 49684, USA",0,1313,2519,5000,6.3,440.0
247,Commercial,"921 W SOUTH AIRPORT RD, Traverse City, Michigan, USA","921 W South Airport Rd, Traverse City, MI 49686, USA",1,1451,4087,7000,5.8,405.0
248,Commercial,"1606 BARLOW ST, Traverse City, Michigan, USA","1600 Barlow St, Traverse City, MI 49686, USA",0,1301,11293,5000,6.3,440.0
249,Commercial,"1401 US 31 NORTH, Traverse City, Michigan, USA",Not Found,,,,,,
250,Commercial,"830 COTTAGEVIEW DR STE, Traverse City, Michigan, USA",Not Found,,,,,,
251,Commercial,"1373 BARLOW ST, Traverse City, Michigan, USA","1373 Barlow St, Traverse City, MI 49686, USA",1,1318,6906,5000,6.3,440.0
252,Commercial,"525 GEORGETOWN DR, Traverse City, Michigan, USA","525 Georgetown Dr, Traverse City, MI 49684, USA",1,1415,4105,6000,6.0,423.0
253,Commercial,"940 E EIGHTH ST, Traverse City, Michigan, USA","940 E Eighth St, Traverse City, MI 49686, USA",1,1412,916,5000,6.5,458.0
254,Commercial,"1606 BARLOW ST, Traverse City, Michigan, USA","1600 Barlow St, Traverse City, MI 49686, USA",0,1301,11293,5000,6.3,440.0
255,Commercial,"3287 RACQUET CLUB DR, Traverse City, Michigan, USA","3287 Racquet Club Dr, Traverse City, MI 49684, USA",1,1368,3295,5000,6.3,440.0
256,Commercial,"1489 US 31 NORTH, Traverse City, Michigan, USA",Not Found,,,,,,
257,Commercial,"233 E TWELFTH ST, Traverse City, Michigan, USA","233 E Twelfth St, Traverse City, MI 49684, USA",1,1325,1938,5000,6.3,440.0
258,Commercial,"126 BOARDMAN AVE, Traverse City, Michigan, USA","120 Boardman Ave, Traverse City, MI 49684, USA",0,1431,6977,6000,5.8,405.0
259,Commercial,"720 S GARFIELD AVE, Traverse City, Michigan, USA","720 S Garfield Ave, Traverse City, MI 49686, USA",1,1427,5902,6000,5.8,405.0
260,Commercial,"1515 CASS ST, Traverse City, Michigan, USA",Not Found,,,,,,
261,Commercial,"3141 LOGAN VALLEY RD, Traverse City, Michigan, USA","3141 Logan Valley Rd, Traverse City, MI 49684, USA",1,1431,2995,6000,5.8,405.0
262,Commercial,"1125 WEST CIVIC CENTER DR, Traverse City, Michigan, USA","1125 W Civic Center Dr, Traverse City, MI 49686, USA",1,1272,6695,5000,6.5,458.0
263,Commercial,"237 LAKE AVE STE, Traverse City, Michigan, USA","237 Lake Ave, Traverse City, MI 49684, USA",1,1345,1480,5000,6.3,440.0
264,Commercial,"537 BAY ST, Traverse City, Michigan, USA","539 Bay St, Traverse City, MI 49684, USA",0,1278,2731,5000,6.5,458.0
265,Commercial,"431 MUNSON AVE, Traverse City, Michigan, USA","431 Munson Ave Ste C, Traverse City, MI 49686, USA",1,1342,5356,6000,6.3,440.0
266,Commercial,"748 E STATE ST, Traverse City, Michigan, USA","748 E State St, Traverse City, MI 49686, USA",1,1227,4933,5000,6.8,476.0
267,Commercial,"148 E FRONT ST, Traverse City, Michigan, USA","148 E Front St, Traverse City, MI 49684, USA",1,1335,4246,6000,6.3,440.0
268,Commercial,"3643 W FRONT ST, Traverse City, Michigan, USA","3643 W Front St STE C, Traverse City, MI 49684, USA",1,1358,12650,6000,6.0,423.0
269,Commercial,"2823 CASS RD, Traverse City, Michigan, USA","2823 Cass Rd, Traverse City, MI 49684, USA",1,1321,22340,6000,6.3,440.0
270,Commercial,"843 S GARFIELD AVE, Traverse City, Michigan, USA","839 S Garfield Ave, Traverse City, MI 49686, USA",0,1325,29317,6000,6.3,440.0
271,Commercial,"0 MUNSON AVE & N THREE MILE, Traverse City, Michigan, USA",Not Found,,,,,,
272,Commercial,"803 W FRONT ST, Traverse City, Michigan, USA","801 W Front St, Traverse City, MI 49684, USA",0,1360,6184,6000,6.0,423.0
273,Commercial,"1129 E EIGHTH ST, Traverse City, Michigan, USA","1131 E Eighth St, Traverse City, MI 49686, USA",0,1437,3259,6000,6.0,423.0
274,Commercial,"309 CASS ST, Traverse City, Michigan, USA","309 Cass St, Traverse City, MI 49684, USA",1,1369,3788,6000,6.3,440.0
275,Commercial,"845 S GARFIELD AVE, Traverse City, Michigan, USA","839 S Garfield Ave, Traverse City, MI 49686, USA",0,1325,29317,6000,6.3,440.0
276,Commercial,"736 E EIGHTH ST, Traverse City, Michigan, USA","736 E Eighth St, Traverse City, MI 49686, USA",1,1327,7682,6000,6.3,440.0
277,Commercial,"12868 S WEST BAY SHORE DR, Traverse City, Michigan, USA","12868 S W Bay Shore Dr, Traverse City, MI 49684, USA",1,1236,2026,4000,7.0,493.0
278,Commercial,"534 E FRONT ST, Traverse City, Michigan, USA","534 E Front St, Traverse City, MI 49686, USA",1,1438,3999,7000,5.8,405.0
279,Commercial,"116 S UNION ST, Traverse City, Michigan, USA","116 S Union St, Traverse City, MI 49684, USA",1,1346,2784,6000,6.3,440.0
280,Commercial,"853 E FRONT ST, Traverse City, Michigan, USA","853 E Front St, Traverse City, MI 49686, USA",1,1305,881,4000,7.0,493.0
281,Commercial,"539 S GARFIELD AVE, Traverse City, Michigan, USA","537 S Garfield Ave # A, Traverse City, MI 49686, USA",0,1309,1744,5000,6.5,458.0
282,Commercial,"2040 CASS RD, Traverse City, Michigan, USA","2040 Cass Rd, Traverse City, MI 49684, USA",1,1344,6237,6000,6.0,423.0
283,Commercial,"150 PINE ST, Traverse City, Michigan, USA","150 Pine St, Traverse City, MI 49684, USA",1,1437,5426,6000,5.8,405.0
284,Commercial,"660 HANNAH AVE, Traverse City, Michigan, USA",Not Found,,,,,,
285,Commercial,"868 ROBINWOOD CT, Traverse City, Michigan, USA","868 Robinwood Ct, Traverse City, MI 49686, USA",1,1128,2801,3000,7.5,529.0
286,Commercial,"647 E EIGHTH ST, Traverse City, Michigan, USA","647 E Eighth St, Traverse City, MI 49686, USA",1,1199,846,3000,7.8,546.0
287,Commercial,"10101 EAST TRAVERSE HWY, Traverse City, Michigan, USA",Not Found,,,,,,
288,Commercial,"3003 N GARFIELD RD, Traverse City, Michigan, USA","3003 N Garfield Rd, Traverse City, MI 49686, USA",1,1318,5973,5000,6.3,440.0
289,Commercial,"13766 S WEST BAY SHORE DR, Traverse City, Michigan, USA","13766 S W Bay Shore Dr, Traverse City, MI 49684, USA",1,1392,493,4000,7.0,493.0
290,Commercial,"845 ROBINWOOD CT, Traverse City, Michigan, USA","845 Robinwood Ct, Traverse City, MI 49686, USA",1,1097,3083,3000,7.8,546.0
291,Commercial,"223 E STATE ST, Traverse City, Michigan, USA","223 E State St #200, Traverse City, MI 49684, USA",1,1416,7329,6000,6.0,423.0
292,Commercial,"1100 WOODMERE AVE, Traverse City, Michigan, USA","1100 Woodmere Ave, Traverse City, MI 49686, USA",1,1324,22499,6000,6.3,440.0
293,Commercial,"1669 S GARFIELD AVE, Traverse City, Michigan, USA","1669 S Garfield Ave, Traverse City, MI 49686, USA",1,1343,24278,6000,6.0,423.0
294,Commercial,"511 1/2 E EIGHTH ST, Traverse City, Michigan, USA","908 E Eighth St, Traverse City, MI 49686, USA",0,1418,3577,6000,6.0,423.0
295,Commercial,"10497 W M 72, Traverse City, Michigan, USA","732 E Front St, Traverse City, MI 49686, USA",0,1319,1621,6000,6.3,440.0
296,Commercial,"504 BARLOW ST, Traverse City, Michigan, USA","506 Barlow St, Traverse City, MI 49686, USA",0,1271,2220,5000,6.8,476.0
297,Commercial,"201 S GARFIELD AVE, Traverse City, Michigan, USA","201 S Garfield Ave, Traverse City, MI 49686, USA",1,1312,2326,5000,6.3,440.0
298,Commercial,"853 E FRONT ST, Traverse City, Michigan, USA","853 E Front St, Traverse City, MI 49686, USA",1,1305,881,4000,7.0,493.0
299,Commercial,"1235 WOODMERE AVE, Traverse City, Michigan, USA","1235 Woodmere Ave, Traverse City, MI 49686, USA",1,1328,5620,6000,6.3,440.0
300,Commercial,"13031 S FISHERMAN COVE, Traverse City, Michigan, USA",Not Found,,,,,,
301,Commercial,"431 MUNSON AVE, Traverse City, Michigan, USA","431 Munson Ave Ste C, Traverse City, MI 49686, USA",1,1342,5356,6000,6.3,440.0
302,Commercial,"3183 LOGAN VALLEY RD, Traverse City, Michigan, USA","3185 Logan Valley Rd, Traverse City, MI 49684, USA",0,1442,4140,7000,5.8,405.0
303,Commercial,"853 E FRONT ST, Traverse City, Michigan, USA","853 E Front St, Traverse City, MI 49686, USA",1,1305,881,4000,7.0,493.0
304,Commercial,"1011 E EIGHTH ST, Traverse City, Michigan, USA","1011 E Eighth St, Traverse City, MI 49686, USA",1,1299,951,5000,6.5,458.0
305,Commercial,"894 MUNSON AVE, Traverse City, Michigan, USA","890 Munson Ave, Traverse City, MI 49686, USA",0,1180,1110,4000,7.3,511.0
306,Commercial,"13740 S WEST BAY SHORE DR, Traverse City, Michigan, USA","13746 S W Bay Shore Dr, Traverse City, MI 49684, USA",0,1318,1903,5000,6.5,458.0
307,Commercial,"1057 W SOUTH AIRPORT RD, Traverse City, Michigan, USA","1073 W South Airport Rd, Traverse City, MI 49686, USA",0,1407,12421,6000,5.8,405.0
308,Commercial,"1844 OAK HOLLOW DR, Traverse City, Michigan, USA","1844 Oak Hollow Dr, Traverse City, MI 49686, USA",1,1367,3259,6000,6.0,423.0
309,Commercial,"704 BAY HILL DR, Traverse City, Michigan, USA","601 Bay Hill Dr, Traverse City, MI 49684, USA",0,1442,6078,7000,5.8,405.0
310,Commercial,"502 E FRONT ST, Traverse City, Michigan, USA","502a E Front St, Traverse City, MI 49686, USA",0,1310,2149,5000,6.3,440.0
311,Commercial,"828 CENTRE ST, Traverse City, Michigan, USA","828 Centre St, Traverse City, MI 49686, USA",1,1312,2784,5000,6.5,458.0
312,Commercial,"726 HASTINGS ST, Traverse City, Michigan, USA","726 Hastings St, Traverse City, MI 49686, USA",1,1363,3048,6000,6.3,440.0
313,Commercial,"808 S GARFIELD AVE, Traverse City, Michigan, USA","804 S Garfield Ave Suite A, Traverse City, MI 49686, USA",0,1212,3347,4000,7.0,493.0
314,Commercial,"707 S GARFIELD AVE STE, Traverse City, Michigan, USA","707 S Garfield Ave, Traverse City, MI 49686, USA",1,1310,2907,5000,6.3,440.0
315,Commercial,"1012 SIXTH ST, Traverse City, Michigan, USA","1012 Sixth St, Traverse City, MI 49684, USA",1,1384,476,3000,6.8,476.0
316,Commercial,"140 E FRONT ST, Traverse City, Michigan, USA","140 E Front St # B, Traverse City, MI 49684, USA",1,1387,5197,6000,6.0,423.0
317,Commercial,"1026 RED DR, Traverse City, Michigan, USA","1026 Red Dr, Traverse City, MI 49684, USA",1,1412,2149,5000,6.5,458.0
318,Commercial,"1126 BARLOW ST, Traverse City, Michigan, USA",Not Found,,,,,,
319,Commercial,"2944 GLEN DR, Traverse City, Michigan, USA","2944 Glen Dr, Traverse City, MI 49686, USA",1,1372,3383,6000,6.0,423.0
320,Commercial,"1239 US 31 NORTH, Traverse City, Michigan, USA",Not Found,,,,,,
321,Commercial,"1832 OAK HOLLOW DR, Traverse City, Michigan, USA","1844 Oak Hollow Dr, Traverse City, MI 49686, USA",0,1367,3259,6000,6.0,423.0
322,Commercial,"966 W SOUTH AIRPORT RD, Traverse City, Michigan, USA","966 W South Airport Rd, Traverse City, MI 49686, USA",1,1336,3312,6000,6.3,440.0
323,Commercial,"750 W ELEVENTH ST, Traverse City, Michigan, USA","750 W Eleventh St, Traverse City, MI 49684, USA",1,1264,599,1000,8.5,599.0
324,Commercial,"695 PARSONS RD, Traverse City, Michigan, USA",Not Found,,,,,,
325,Commercial,"115 FRANKLIN ST, Traverse City, Michigan, USA","115 Franklin St, Traverse City, MI 49686, USA",1,1435,934,5000,6.5,458.0
326,Commercial,"440 MUNSON AVE, Traverse City, Michigan, USA","460 Munson Ave US HWY 31, Traverse City, MI 49686, USA",0,1411,14429,6000,5.8,405.0
327,Commercial,"874 E FRONT ST, Traverse City, Michigan, USA","876 E Front St, Traverse City, MI 49686, USA",0,1359,1110,5000,6.5,458.0
328,Commercial,"429 W FOURTEENTH ST, Traverse City, Michigan, USA","429 W Fourteenth St, Traverse City, MI 49684, USA",1,1334,1920,6000,6.3,440.0
329,Commercial,"534 E EIGHTH ST, Traverse City, Michigan, USA","534 E Eighth St, Traverse City, MI 49686, USA",1,1255,1339,4000,7.3,511.0
330,Commercial,"346 E FRONT ST, Traverse City, Michigan, USA","340 E Front St, Traverse City, MI 49684, USA",0,1328,3964,6000,6.3,440.0
331,Commercial,"140 E FRONT ST, Traverse City, Michigan, USA","140 E Front St # B, Traverse City, MI 49684, USA",1,1387,5197,6000,6.0,423.0
332,Commercial,"0 AIRPORT ACCESS RD & PARSO, Traverse City, Michigan, USA",Not Found,,,,,,
333,Commercial,"876 E FRONT ST, Traverse City, Michigan, USA","876 E Front St, Traverse City, MI 49686, USA",1,1359,1110,5000,6.5,458.0
334,Commercial,"800 COTTAGEVIEW DR STE, Traverse City, Michigan, USA","1200 W Eleventh St, Traverse City, MI 49684, USA",0,1399,63197,6000,5.8,405.0
335,Commercial,"1323 CASS ST, Traverse City, Michigan, USA",Not Found,,,,,,
336,Commercial,"124 N DIVISION ST, Traverse City, Michigan, USA","124 N Division St B, Traverse City, MI 49684, USA",1,1233,2696,5000,6.8,476.0
